Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Optionable,Shares Outstanding (mil),Last Close,Last Yr`s EPS (F0) Before NRI,Last Reported Fiscal Yr  (yyyymm),F1 Consensus Est.,F2 Consensus Est.,Beta,Current Assets  ($mil),Intangibles ($mil),Inventory ($mil),Receivables ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Preferred Equity ($mil),Common Equity ($mil),Book Value,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,S&P 500 - ETF,Avg Volume,52 Week High,52 Week Low,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),% Price Change (YTD),12 Mo Trailing EPS,Last Qtr EPS,Last EPS Report Date (yyyymmdd),Next EPS Report Date  (yyyymmdd),Last Reported Qtr (yyyymm),Actual EPS used in Surprise ($/sh),Avg EPS Surprise (Last 4 Qtrs),Previous EPS Surprise (%),Last EPS Surprise (%),Average Target Price,% Rating Downgrades ,% Rating Upgrades ,% Rating Hold,# Rating Downgrades ,# Rating Upgrades,Change in Avg Rec ,Rank in Industry (of ABR),Industry Rank (of ABR),% Rating Change - 4 Weeks,% Rating Strong Sell or Sell,# Rating Strong Sell or Sell,# Rating Hold,% Rating Strong Buy or Buy,# Rating Strong Buy or Buy,# of Brokers in Rating,Current Avg Broker Rec,P/E (F1),% Change F1 Est. (4 weeks),Div. Yield %,Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),% Change F2 Est. (4 weeks),Q0 Consensus Est. (last completed fiscal Qtr),# of Analysts in Q0 Consensus,Q1 Consensus Est.,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q1 / Q1 Consensus,# of Analysts in Q2 Consensus,F0 Consensus Est.,St. Dev. Q2 / Q2 Consensus,# of Analysts in F0 Consensus,# of Analysts in F1 Consensus,St. Dev. F1 / F1 Consensus,# of Analysts in F2 Consensus,5 Yr. Hist. EPS Growth,Long-Term Growth Consensus Est.,% Change EPS (F(-1)/F(-2)),Last Yr`s Growth F(0)/F(-1),This Yr`s Est.d Growth (F(1)/F(0)),% Ratio of Q1/Q0,% Ratio of Q1/prior Yr Q1 Actual Q(-3),Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Q(1) Consensus Sales Est. ($mil),P/E (Trailing 12 Months),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Current ROE (TTM),Current ROI (TTM),ROI (5 Yr Avg),Current ROA (TTM),ROA (5 Yr Avg),Market Value/# Analysts,Annual Sales ($mil),Cost of Goods Sold ($mil),EBITDA ($mil),EBIT ($mil),Pretax Income ($mil),Net Income  ($mil),Cash Flow ($mil),Net Income Growth F(0)/F(-1),12 Mo. Net Income Current/Last %,12 Mo. Net Income Current-1Q/Last-1Q %,5 Yr Div. Yield %,5 Yr Hist. Div. Growth %,Dividend ,Net Margin %,Operating Margin 12 Mo %,Turnover,Inventory Turnover,Asset Utilization
Revolution Medicines,RVMD,6943.85,NSDQ,12,Medical,Medical - Biomedical and Genetics,YES,185.91,37.35,-3.58,202412,-4.58,-4.95,1.46,2327.63208,71.27799,0,0,163.914,0,0,2265.2041,13.47,0,0,14.2,14.2,14.20032,NO,1321472,60.6,30,-2.96,-4.43,-15.11,-14.61,-3.57,-1.12,20250226,20250514,202412,-1.12001,-4.32,-5.62,-13.13,72.77,0,0,0,0,0,0,216,21,-0.44,0,0,0,100,14,14,1.07,,-6.4,0,24.02,-10.01,4.34,-3.42,-3.53,468.42,-2.01,-0.99,10,-1.1,8,-1.13,-0.09,7,-3.49,-0.1,11,10,-0.07216,9,,8.64,-37.52,7.25,-27.96,97.99,156.79,-67.27,,18,,,,,,2.77,,-33.45,-33.45,-33.682,-29.86,-28.57201,694.385,11.58,0,-633.58698,-600.84601,-600.84601,-600.09302,-632.83399,-37.52026,-37.52,-71.14327,0,,0,,-76423.31,,,
"Revvity, Inc.",RVTY,12689.93,NYSE,12,Medical,Medical Services,YES,120.15,105.62,4.9,202412,4.94,5.53,1.06,2349.60791,9104.54003,367.587,632.40002,653.09997,3150.47607,0,7666.87402,63,29.124,0.41092,3.6,3.03,2.06648,YES,1070764,127.75,99.38,-1.27,-4.37,-5.7,-5.37,4.9,1.42,20250131,20250505,202412,1.41999,7.48,13.27,4.41,138.24,0,0,41.18,0,0,0,28,150,0,0,0,7,58.82,10,17,1.88,21.36,0,0.27,22,-0.64,-0.06,0,0,0,0,1.36,8,0.95,7,1.24,0.01,6,4.84,0.01,8,8,0.00403,8,-9.84,6.08,-60.99,5.38,0.89,67.2,97.38,0.16,-7.66,2830.07299,662.73797,21.56,19.09,3.51,12.4,1.68,4.61,7.68,5.47,11.019,4.62,8.3324,1586.24084,2755.03,1217.36694,780.66302,346.74099,316.126,270.385,1036.32995,-60.9887,-60.99,-66.19162,0.23,0,0.28,9.81,21.83,4.552,3.06719,0.21184
,RXO,3080.37,NYSE,12,Transportation,Transportation - Services,YES,163.33,18.86,0.12,202412,0.27,0.69,1.67,1339,1622,0,1227,1065,351,0,1612,10.02,17.881,0.21774,1.26,1.26,0.10516,NO,1422257,31.9,17.65,-0.42,-5.27,-20.32,-20.89,0.11,0.06,20250205,20250501,202412,0.05999,12.5,25,0,23.06,0,0,63.16,0,0,0,20,186,3.51,15.79,3,12,21.05,4,19,2.89,69.48,-11.48,0,8.49,-16.15,0,-28.4,-16.81,0,-4.67,0.06,8,-0.01,9,0.05,-1.15,7,0.12,0.63,9,11,0.3541,11,,15,-7225,-60,126.21,-24.07,48.15,15.86,,6686.83691,1530.90295,171.46,27.38,4.63,29.16,1.88,0.68,1.54,1.16,9.42879,0.65,4.8709,280.03329,4550,3767,-187,-274,-304,-290,104,-7350,-7225,-13050,,,0,-6.26,0.37,4.78189,,1.74699
Royal Bank Of Canada,RY,158305.8,NYSE,10,Finance,Banks - Foreign,YES,1411.68,112.14,8.88,202410,9.34,10.15,0.88,1203630,19898.60937,0,721045.625,1406169,9952.24609,6635.07617,86812.88281,61.21,9.3036,0.11126,0.83,0.86,0.34319,NO,1074003,128.02,96.4,-1.47,-2.66,-6.3,-6.95,9.33,2.55,20250227,20250529,202501,2.54999,8.03,3.69,11.84,131.72,0,0,14.29,0,0,0,9,197,0,0,0,2,85.71,12,14,1.43,12,2.15,3.67,49.78,-1.66,0,-0.94,0.14,12.13,0.68,2.28,5,2.2,4,2.35,0.04,3,8.73,0.04,6,6,0.03281,6,7.69,8.69,14.2,5.34,5.22,86.37,102.44,12.83,22.58,44970.16015,10912.2998,12.02,11.05,1.38,10.75,1.83,1.59,15.8,13.19,13.55399,0.87,0.84719,26384.29882,98706.81,34718.98046,38634.19921,36444.05859,14592.61035,11924.17968,14752.78027,8.23966,14.2,8.20578,3.97,6.76119,4.11,12.98,30.55,0.13919,,0.06458
Ryanair,RYAAY,23158.45,NSDQ,3,Transportation,Transportation - Airline,YES,533.36,43.42,3.64,202403,3.09,3.77,1.46,6306.66992,158.449,6.71,82.688,6927.36914,2740.60009,0,8240.84863,16.12,17.11,0.20642,0.86,0.91,0.89749,NO,2252211,59.43,38.01,-7.34,-9.09,1.19,-0.39,3.26,0.29,20250127,20250519,202412,0.28999,44.51,-3.42,222.22,54.13,0,6.67,26.67,0,1,-0.13,12,176,7.69,0,0,4,73.33,11,15,1.6,14.06,0,2.3,25.26,7.24,0,0,0,0,0,0.09,2,-0.64,2,0.95,-0.03,1,3.63,,4,4,0.02486,4,30.18,7.32,-18.18,24.69,-15.09,-218.97,121.18,29.98,40.51,14499.36621,2323.84008,13.31,11.53,1.92,7.67,2.69,1.55,21.46,16.91,6.93319,9.91,4.0594,5789.61181,14591.16,7172.50976,3539.66308,2392.96606,2303.135,2074.87695,3227.4121,51.65111,-18.18,-30.54351,0.27,,1,12.14,12.14,168.485,1266.98803,0.81597
Ryan Specialty Holdings Inc.,RYAN,19100.8,NYSE,12,Finance,Insurance - Brokerage,YES,261.91,72.93,1.79,202412,2.12,2.59,0.71,4788.85791,2730.35009,0,389.75799,4549.08789,3231.12792,0,1098.28503,4.19,74.632,2.94197,1.05,1.05,0.96702,NO,893054,75.4,48.94,1.73,4.14,16.45,13.67,1.79,0.45,20250220,20250501,202412,0.44999,-0.63,0,-4.26,72.58,0,0,43.75,0,0,0,7,214,0,12.5,2,7,43.75,7,16,2.44,34.4,-3.75,0.66,90.67,17.27,1.42,-4.22,-2.84,0,-3.63,0.47,4,0.4,4,0.68,0.06,3,1.82,0.04,4,4,0.02525,4,20.83,18.78,18.22,29.71,18.44,88.33,113.57,21.09,22.88,3066.41699,682.30999,40.74,28.21,1.83,27.6,17.39,7.59,47.46,14.39,12.03199,6.01,5.0896,4775.20117,2515.71,0,629.51702,431.00201,272.55398,94.665,692.03601,55.09445,18.22,35.26757,0.17,,0.48,9.14,20.03,7.14709,,0.30022
RollsRoyce,RYCEY,85479.04,OTC,12,Aerospace,Aerospace - Defense Equipment,NO,8496.92,10.06,0.26,202412,0.33,0.39,1.24,27635.86914,5625.31591,6507.06689,11225.07031,21421.43945,5156.32714,0,-1125.82996,-0.13,,-4.58003,1.29,0.99,0.46232,NO,5583363,10.81,4.84,-4.37,9.71,38.57,41.41,,,20250227,,,,,,,14.6,0,0,10,0,0,0,12,93,4,10,1,1,80,8,10,1.6,30.49,16.47,0,87.51,50.88,,,,-51.42,21.03,,,,,,,,0.24,,3,3,0.0606,3,,14.07,,52.94,26.92,,,17.87,,24451.63085,,,25.58,2.17,29.8,,,,,,,,28493.01367,24164.28,18769.78906,5115.43408,4418.979,2854.8291,3221.58593,2871.48291,7.37592,,,1.12,,0,,,,2.8048,
Rayonier,RYN,4344.21,NYSE,12,Construction,Building Products - Wood,YES,156.1,27.83,0.47,202412,0.52,0.66,1,436.893,0,32.34099,40.208,388.70999,1089.77001,0,1780.53295,11.95,39.068,0.61204,1.12,1.04,0.93731,NO,1234649,33.41,24.95,-1.45,4.98,6.83,6.63,0.46,0.27,20250205,20250507,202412,0.27,-6.57,-7.69,42.11,30.8,0,0,60,0,0,0,7,201,7.69,0,0,3,40,2,5,2.4,53.18,1.95,3.92,34.04,10.23,0,-17.65,2.56,,-2.22,0.19,2,0.05,3,0.13,1.26,3,0.38,0.11,2,3,0.08825,3,5.18,,107.15,30.56,11.35,17.28,93.33,19.5,5.44,677.23297,157,60.5,42.17,,19.73,2.33,3.44,3.86,2.22,1.9706,1.99,1.76769,1448.06921,1263,784.833,553.19897,412.949,376.03298,359.147,210.14999,107.00951,107.15,99.74874,3.51,1.62279,1.09,28.44,5.53,29.77599,26.509,0.35925
Rhythm Pharmaceuticals,RYTM,3464.68,NSDQ,12,Medical,Medical - Biomedical and Genetics,YES,63.22,54.8,-4.34,202412,-2.52,-1.22,2.3,374.20001,6.17399,18.74099,18.51199,115.51699,0,142.82,21.729,0.35,0,0,3.24,3.08,2.91686,NO,555828,67.33,35.41,1.05,3.4,-8.77,-2.11,-4.35,-0.72,20250226,20250506,202412,-0.72001,6.35,8.75,-4.35,72.69,0,0,7.69,0,0,0,256,21,1.54,0,0,1,92.31,12,13,1.23,,-2.22,0,60.75,-1.29,4.61,-1.46,-0.94,53.99,-17.74,-0.69,11,-0.67,12,-0.64,-0.14,10,-4.32,-0.16,10,12,-0.14853,12,,28.55,-41.1,-35.63,41.97,93.52,28.65,68.06,231.3,185.75199,40.817,,,,,154.99,26.63,-778.59,-186.68,-82.80001,-74.64,-52.26101,288.72293,130.13,13.368,-238.09,-239.653,-260.25602,-260.60199,-259.03901,-41.11156,-41.1,-39.53779,0,,0,-200.24,-200.24,7.42399,1.00629,0.37275
SentinelOne,S,6054.06,NYSE,1,Computer and Technology,Security,YES,321.34,18.84,0.05,202501,0.18,0.33,0.78,1297.33105,672.31402,0,214.322,590.06701,0,0,1594.04296,5.19,0,0,1.74,,,NO,7259069,28.68,16.83,-2.74,-7.33,-16.53,-15.14,0.05,0.04,20250312,20250529,202501,-0.20001,125,-100,300,25.36,0,0,25.81,0,0,0,2,103,0,0,0,8,74.19,23,31,1.55,102.05,5.73,0,16.96,-9.95,0.83,-29.49,-12.82,,0.53,0.01,11,0.02,12,0.03,0.56,10,0.02,0.32,14,13,0.09793,10,,,14.84,117.86,269.24,45.83,,32.25,73.36,1014.76397,229.58799,376.8,56.58,,,3.63,7.37,-15.74,-15.74,-23.035,-10.95,-21.81901,465.69726,821.46,179.281,-244.02401,-331.61802,-332.83402,-288.44101,124.55799,14.83703,14.84,19.63311,0,,0,-35.11,1.84,4.76529,,0.34843
Saab AB - Unsponsored ADR,SAABY,20811.34,OTC,12,Aerospace,Aerospace - Defense Equipment,NO,1070.54,19.44,0.37,202412,,,0.12,,,,,,,,,,,,,,,NO,278779,20.55,9.5,1.41,28.74,82.79,82.79,0.36,0.13,20250207,20250425,202412,0.125,,,,,0,0,0,0,0,0,,,0,0,0,0,100,2,2,1,,,0,89.95,95.64,,,,,,,,,,,,,,,,,,,23.06,,,23.21,,,,23.95,8.74,,,53.26,,,,,3.46,,,,,,,6030.65,,,,,,394.56399,,,,0,,0,,6.54,,,
Safran,SAFRY,112804.87,OTC,12,Aerospace,Aerospace - Defense,NO,1694.53,66.57,1.98,202412,2.02,2.67,1.4,31792.56054,13567.70996,8553.41699,10192.01953,33320.76953,5393.10107,0,13082.83984,7.39,25.77799,0.34731,0.88,,,NO,366241,71.92,51.47,-3.27,3.43,21.68,22.15,,,20250214,,,,,,,85.7,0,0,27.27,0,0,0,8,104,0,0,0,3,72.73,8,11,1.64,32.9,0.33,0.57,73.86,27.12,,,,-1.87,-0.25,,,,,,,,1.69,,3,3,0.03019,3,,22.08,,55.91,2.19,,,16.6,,33485.39062,,,24.9,1.49,30.37,9.01,,,,,,,37601.62109,30468.57,13628.33007,6577.1372,5026.20117,5147.41894,-721.83503,3320.2229,-119.36544,,,0.47,15.826,0.38,,,,,
Saia,SAIA,9559.81,NSDQ,12,Transportation,Transportation - Truck,YES,26.63,359,13.51,202412,15.47,18.83,1.89,435.76901,16.44199,0,367.09799,278.35998,194.981,0,2311.27099,86.91,7.77979,0.08436,1.57,1.57,0.24669,NO,572731,598,349.29,1.91,-9.78,-19.39,-21.23,13.51,2.84,20250203,20250425,202412,2.83999,-1.48,-1.98,1.79,519.47,0,0,26.32,0,0,0,7,207,8.03,5.26,1,5,68.42,13,19,1.75,23.2,0.08,0,3.9,-14.77,0,0.22,1.02,16.95,1.11,2.79,7,2.78,8,4.24,0.02,6,13.47,0.05,8,9,0.02652,9,32.15,15.32,2.03,1.89,14.52,97.8,82.18,11.37,14.87,3514.83105,803.05297,26.57,19.07,1.51,16.69,4.13,2.98,16.63,15.52,18.79599,12.1,13.23299,1062.20117,3209.07,866.708,695.04302,484.93798,476.00799,362.065,572.16998,2.03124,2.03,11.50075,0,,0,11.28,11.28,8.69279,,1.07219
Science Applications International,SAIC,5371.84,NSDQ,1,Computer and Technology,Computers - IT Services,YES,47.74,112.53,9.13,202501,9.19,10.23,0.66,1154,3630,0,1000,1396,1907,0,1577,33.03,54.736,1.20925,0.83,0.83,0.11031,NO,1131228,154.1,95.77,6.18,11.9,0.34,0.67,9.15,2.57,20250317,20250602,202501,2.56999,14.62,20.28,28.5,128,0,0,63.64,0,0,0,34,133,0,9.09,1,7,27.27,3,11,2.64,12.24,1.85,1.32,28.73,2.92,0,1.56,1.35,,1.09,2,6,2.17,6,2.22,0.03,5,8.57,0.01,6,6,0.01073,5,7.45,,-24.11,15.86,0.69,84.37,112.93,0.47,2.15,7651.84179,1870.93603,12.3,11,,9.15,3.41,0.72,28.05,12.82,10.46399,8.77,7.31969,895.30743,7479,6587,694,554,428,362,601,-24.10902,-24.11,-40.82032,1.52,0,1.48,4.84,6.16,7.6668,385.25399,1.42309
"SailPoint, Inc. ",SAIL,10875.18,NSDQ,1,Computer and Technology,Internet - Software,YES,556.56,19.54,,202501,-0.09,0.14,,,,,,,,,,,,,,,,NO,1930415,25.7,18.12,-1.71,-17.2,,,,,,20250326,,,,,,26.96,0,0,28.57,0,0,0,93,116,,0,0,4,71.43,10,14,1.64,,,0,18.73,,,,,,,-0.03,1,-0.04,1,-0.04,,1,-0.19,,1,2,-0.08319,2,,46.09,,,,,,,,1032.5,225.5,,139.57,,,,,,,,,,5437.5913,,,,,,,,,,,,,0,,,,,
Banco Santander,SAN,102885.42,NYSE,12,Finance,Banks - Foreign,YES,15152.49,6.79,0.83,202412,0.88,0.98,1.09,457145,20840.16015,0,0,1286728,480251.0938,0,116138.5,7.34,80.526,4.13515,0.36,0.36,0.35527,NO,6404497,7.14,4.37,-1.45,6.59,52.24,48.9,0.83,0.21,20250205,20250429,202412,0.20999,2.85,0,16.67,5.85,0,0,33.33,0,0,0,21,197,4.54,0,0,4,66.67,8,12,1.75,7.72,2.72,2.29,87.36,57,0,5.56,0,0.74,-0.34,0.18,2,0.19,2,0.23,0.07,1,0.78,,3,3,0.08194,3,15.75,9.55,13.54,18.57,6.02,90.48,105.56,7.76,10.91,65033.48046,15975.08984,8.18,6.95,0.81,6.26,0.93,1.2,11.9,1.89,3.0694,0.69,0.55585,34295.14062,66962.89,49612.12109,46032.53906,42468.10156,20589.11914,13606.33007,17172.16015,13.50384,13.54,18.18665,2.45,7.35559,0.16,15.88,20.32,8.63449,,0.04366
Sanmina,SANM,4164.01,NSDQ,9,Computer and Technology,Electronics - Manufacturing Services,YES,54.33,76.65,5.28,202409,6.01,7.09,0.85,3870.42895,0,1443.62902,1337.56201,1940.67895,299.82299,0,2361.50805,44.57,10.88099,0.12209,2.06,1.25,0.56126,NO,396324,90.52,57.79,-2.13,-6.4,1.56,1.3,5.42,1.44,20250127,20250505,202412,1.26999,2.2,4.38,5.11,85.25,0,0,100,0,0,0,5,108,0,0,0,3,0,0,3,3,12.76,0,0,57.62,6.13,0.73,0,0,0,0,1.37,2,1.38,2,1.6,0.03,1,5.22,,2,2,0.00824,2,15.97,13.33,-16.2,-15.65,13.73,95.49,105.77,-15.3,4.28,8190.2998,1950,14.14,10.81,0.96,11.45,1.72,0.54,10.61,9.42,11.168,5.28,5.6272,2082.00561,7568.33,6927.89892,469.13598,346.71798,317.535,222.53599,423.28601,-28.20725,-16.2,-27.3601,0,,0,2.99,3.96,6.1784,5.00379,1.6223
SAP,SAP,329239.09,NYSE,12,Computer and Technology,Computer - Software,YES,1228.5,268,4.9,202412,6.56,7.81,1.25,23158.01953,36632.32812,0,7330.14599,20645.39062,7757.57519,0,49568.83984,40.35,13.53199,0.1565,1.12,1.12,0.76665,NO,1442946,293.69,175.77,-1.36,-2.4,10.23,8.85,4.9,1.49,20250128,20250422,202412,1.49,6.38,3.05,12.03,289.5,0,0,14.29,0,0,0,8,75,-6.9,0,0,3,85.71,18,21,1.31,40.84,0.51,0.65,78.21,12.51,-0.88,0,-0.42,0,0.51,1.33,5,1.39,3,1.59,0.04,3,4.62,0.05,6,6,0.03063,6,-8.48,9.34,-50.48,-35.53,33.91,93.07,157.58,9.51,2.96,40087.5,9514.58007,54.69,34.32,4.38,46.38,6.64,8.91,12.18,10.4,9.61209,7.32,6.9386,54873.18359,36985.64,10001.8496,7655.85791,6270.77001,5155.125,3380.47998,7098.08007,-49.12165,-50.48,-51.99067,1.12,7.0766,1.73,9.17,15.43,5.2711,,0.47427
Saipem,SAPMF,4729.47,OTC,12,Oils-Energy,Oil and Gas - Drilling,NO,1995.56,2.37,0.1,202412,,,1.29,8035.80712,728.03802,222.30999,2447.51293,7284.58984,1821.67395,0,2197.81005,,,,,,,NO,320,2.84,1.98,9.72,-2.07,-7.42,-7.42,,,20240228,20250402,,,,,,,0,0,0,0,0,0,,,28.57,0,0,0,100,4,4,1.25,,,0,45.66,-4.36,,,,,,,,,,,,,,,,,,,,,,134.48,,,,22.32,,,,,,,19.1,,,,,,,,,12876.11,8250.74121,1486.63,961.93701,-170.683,200.20899,200.20899,190.9206,,,0,,0,,,,,
"StandardAero, Inc.",SARO,9090.68,NYSE,12,Aerospace,Aerospace - Defense,YES,334.46,27.18,0.51,202412,0.88,1.18,,,,,,,,,,,,,,,,NO,3214894,32.97,23,-6.69,-3.03,10.76,9.77,,0.12,20250310,20250609,202412,0.11999,,0,-25,34.63,0,0,25,0,0,-0.15,19,104,8.59,0,0,2,75,6,8,1.63,31,2.53,0,41.93,16.99,40.43,-5.26,-3.88,,4.12,0.16,3,0.18,3,0.21,0.06,3,0.29,0.07,3,3,0.0287,3,,,,,71.9,150,,,,5877.25585,1367.15295,,23.03,,,,,,,,,,3030.22583,5237.16,,,,,,146.75999,,,,,,0,,,,,
EchoStar,SATS,7158.21,NSDQ,12,Computer and Technology,Satellite and Communication,YES,286.44,24.99,-0.44,202412,-4.47,-5.59,0.65,8095.74316,74.939,455.19699,1198.73095,5831.04003,25660.28906,0,20245.2207,70.69,55.89799,1.26747,1.39,1.31,1.10474,NO,3339871,31.23,12.95,-5.7,-17.82,9.85,9.13,-0.44,1.24,20250227,20250514,202412,1.24,-7.4,-85.71,296.83,37.36,0,0,62.5,0,0,0,6,44,0,0,0,5,37.5,3,8,2.25,,-4.69,0,65.86,18.01,-29.47,-8.5,-7.61,,4.06,-0.63,3,-0.89,3,-1.04,-0.3,3,-2.17,-0.21,3,3,-0.1859,3,36.55,,93.98,-132.84,-915.16,-72.04,223.33,-6.99,50.08,15490.27148,3886.71997,,,,3.95,0.35,0.45,-0.6,-0.29,0.4841,-0.21,0.35907,2386.07006,15825.52,11772.58007,2336.24511,406.052,-75.57,-119.546,1810.64697,92.97637,93.98,-2779.11084,0,,0,-0.76,-0.76,14.472,22.56299,0.27606
Straumann Holding,SAUHY,19708.66,OTC,12,Medical,Medical - Dental Supplies,NO,1594.55,12.36,3.55,202412,0.4,0.46,1.47,1729.42395,1026.52502,492.23901,709.10699,1071.32995,0,0,2321.54296,1.46,0,0,1.61,1.15,0.49291,NO,55032,16.42,12,-4.46,-8.21,-0.8,-0.72,,,20250219,20250521,,,,,,17,0,0,40,0,0,0,11,112,0,10,1,4,50,5,10,2.2,30.71,0,0.23,8.14,2.23,,,,0,0,,,,,,,,0.34,,4,4,0.02378,4,,16.73,,15.64,-88.66,,,5.94,,3039.95703,737.55999,,27.02,1.84,26.82,8.49,,,,,,,4927.16552,2844.58,818.43798,1021.82202,857.195,635.60998,441.08801,734.80902,60.92229,,,0.03,,0.03,,,,1.7393,
Sampo,SAXPY,103128.28,OTC,12,Finance,Insurance - Property and Casualty,NO,5382.48,19.16,1.11,202412,0.84,0.87,0.89,3873.91796,3935.5979,0,2832.93798,13294.67968,3286.33789,0,7638.54394,5.68,30.08099,0.43023,0.29,0.29,0.0783,NO,217699,21.89,15.86,0.37,9.24,18.04,18.33,1.07,0.27,20250206,20250506,202412,0.272,15.15,24.24,3.03,,0,0,66.67,0,0,0,40,179,0,16.67,1,4,16.67,1,6,3.17,22.81,0,1.81,54.7,21.54,,0,0,,0,0.26,1,0.18,1,0.22,,1,1.02,,1,1,,1,-1.8,,-12.68,11.2,-24.46,67.65,85.19,30.15,,10215.2998,,17.87,21.97,,15.93,3.38,,17.36,12.75,9.77359,5.13,3.10929,103128.2813,2469.35,0,1993.22802,1798.44995,1686.99401,1247.66101,1618.96704,-12.86572,-12.68,8.83786,3.6,-2.60961,0.35,,,,,
SBA Communications,SBAC,23335.24,NSDQ,12,Finance,REIT and Equity Trust - Other,YES,107.61,216.84,13.37,202412,12.66,13.15,0.74,1978.71997,2388.70703,0,145.695,1797.93603,12403.83007,0,-5109.93799,-47.51,,-2.4274,1.1,1.1,1.01951,YES,930611,249.31,186.12,-1.87,-0.62,8.2,6.4,13.37,3.47,20250224,20250505,202412,3.47,0.74,0,2.97,248.56,0,0,36.84,0,0,0,38,195,0,0,0,7,63.16,12,19,1.82,17.12,-0.42,2.05,48.62,9.68,0.05,-1.11,0.9,-58.08,-0.54,3.37,6,3.11,4,3.08,0.02,4,13.24,0.02,6,5,0.00988,5,10.35,9.69,49.37,1.44,-5.28,89.7,94.6,-1.18,7.51,2718.48095,659.39202,16.22,16.49,1.77,22.42,,8.71,-14.4,11.95,5.2111,7.24,3.4474,4667.04736,2679.63,581.72698,1490.88696,1200.10498,772.66601,749.53601,1040.31799,49.36589,49.37,38.31384,1.08,19.75499,4.44,27.97,27.97,22.714,,0.25889
Schneider Electric,SBGSY,134726.58,OTC,12,Industrial Products,Manufacturing - Electronics,NO,2878.16,46.81,1.8,202412,2.04,2.36,1.32,25961.74023,35234.26171,5855.24316,12654.08007,21175.61914,11805.70996,0,33848.08984,11.76,25.85899,0.34878,1.23,0.95,0.35193,NO,795032,56.77,43.71,-8.98,-3.72,-4.8,-5.7,,,20250220,,,,,,,55.8,0,0,41.67,0,0,-0.36,9,94,4.16,0,0,5,58.33,7,12,1.92,22.95,0,1.06,23.74,0.79,,,,0,0,0,1,,,,,,1.74,,4,4,0.03818,3,,14.96,,14.65,13.33,,,6.27,,43943.34375,9898.49023,,19.83,1.53,20.07,3.98,,,,,,,33681.64453,41289.6,23681.75976,8670.86816,7006.59814,6535.88378,4619.48486,6711.70214,6.62531,,,1.48,5.65649,0.5,,,,4.13509,
SBI,SBHGF,8507.5,OTC,3,Finance,Financial - Investment Bank,NO,302.11,28.16,1.98,202403,,,0.98,156054.5938,2868.32299,0,80082.97656,132350.7969,0,0,13160.69042,41.01,0,0,0.9,1.18,0.57401,NO,1679,31.5,19.51,-8.81,-4.54,8.94,12.96,2.73,1.17,20250207,20250509,202412,1.16999,,,,,0,0,0,0,0,0,,,0,0,0,0,100,1,1,1,,,0,72.14,18.1,,,,,,,,,,,,,,,,,,,-12.84,,36.75,127.59,,,,13.45,14.5,,,10.31,,,8.61,0.69,0.95,6.78,6.78,6.74989,0.45,0.61,,8385.16,0,2518.09301,2135.61206,976.82598,601.97698,986.81298,132.42355,36.75,34.56263,0,,0,9.47,9.47,0.10936,,0.04709
Sino Biopharmaceutical,SBMFF,8531.21,OTC,12,Medical,Medical - Biomedical and Genetics,NO,18791.22,0.454,,202412,,,0.54,,,,,,,,,0.31,2.3417,0.02397,1.15,,,NO,425,0.47,0.31,7.08,7.08,10.38,10.38,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,100,2,2,1,,,0,88.26,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,0,,0,,,,,
Sabra Healthcare REIT,SBRA,4172.96,NSDQ,12,Finance,REIT and Equity Trust - Other,YES,237.91,17.54,1.44,202412,1.49,1.56,1.27,508.923,27.464,0,442.58401,117.896,2417.64794,0,2741.28808,11.59,46.86299,0.88193,4.32,4.32,0.56269,NO,2584285,19.67,13.43,1.21,6.63,2.87,1.27,1.44,0.36,20250219,20250514,202412,0.36,2.14,2.78,0,19.79,0,0,50,0,0,0,43,195,0,0,0,7,50,7,14,2,11.74,0.4,6.84,65.87,3.67,1.41,-0.45,-0.68,71.03,1.04,0.36,4,0.37,4,0.37,0.02,4,1.42,0.01,4,5,0.00897,5,-6.5,9.8,821.14,8.27,3.75,101.39,104.29,8.61,2.48,747.065,181.822,12.18,11.27,1.2,14,1.51,5.93,4.6,2.44,0.33557,2.37,0.32484,834.59179,703.23,0,413.009,243.386,128.11399,126.71199,296.33499,821.13989,821.14,209.9889,8.56,-2.2903,1.2,18.02,18.02,1.61119,,0.13146
